Player,Year,Salary
Michael Bradley,2003,1292040
Troy Bell,2003,1285440
Juan Dixon,2003,1260360
Ryan Bowen,2003,1250000
Jarron Collins,2003,1250000
Jason Collins,2003,1227480
Zarko Cabarkapa,2003,1221240
Walter McCarty,2003,1200000
Voshon Lenard,2003,1200000
Daniel Santiago,2003,1200000
Curtis Borchardt,2003,1187240
Zach Randolph,2003,1172160
Chris Childs,2003,1166667
David West,2003,1160160
Ryan Humphrey,2003,1143360
Jeryl Sasser,2003,1125729
Brendan Haywood,2003,1125360
Aleksandar Pavlovic,2003,1107960
Mehmet Okur,2003,1100000
Kareem Rush,2003,1097640
Joseph Forte,2003,1080360
Kendall Gill,2003,1070000
Calbert Cheaney,2003,1070000
Popeye Jones,2003,1070000
Kenny Anderson,2003,1070000
Olden Polynice,2003,1070000
Bryon Russell,2003,1070000
Horace Grant,2003,1070000
Sean Rooks,2003,1070000
Steve Smith,2003,1070000
Scott Williams,2003,1070000
Anthony Peeler,2003,1070000
Tony Massenburg,2003,1070000
Kevin Willis,2003,1070000
Chris Whitney,2003,1070000
Dahntay Jones,2003,1063680
Qyntel Woods,2003,1053720
Boris Diaw,2003,1021080
Casey Jacobsen,2003,1011600
Dion Glover,2003,1000000
Stephen Jackson,2003,1000000
Monty Williams,2003,1000000
Brandon Armstrong,2003,995650
Zoran Planinic,2003,980280
Tayshaun Prince,2003,971160
Efthimios Rentzias,2003,971160
Robert Pack,2003,965610
Andrei Kirilenko,2003,955800
Mark Blount,2003,944922
Travis Outlaw,2003,941040
Travis Best,2003,938679
Fred Hoiberg,2003,938679
Gary Trent,2003,938679
Gerald Wallace,2003,917520
Brian Cook,2003,903360
Frank Williams,2003,894960
Rod Strickland,2003,887317
Samuel Dalembert,2003,887160
Mitchell Butler,2003,876179
John Salmons,2003,865320
Jamaal Tinsley,2003,861600
Primoz Brezec,2003,861600
Tony Parker,2003,856200
Chris Jefferies,2003,840360
Ndudi Ebi,2003,838560
Dan Dickau,2003,835200
Maciej Lampe,2003,829000
Robert Traylor,2003,825000
Kendrick Perkins,2003,814320
Jacque Vaughn,2003,813679
Rick Brunson,2003,813679
Darvin Ham,2003,813679
Anthony Johnson,2003,813679
John Wallace,2003,813679
Leandro Barbosa,2003,809280
Brian Scalabrine,2003,800000
Carlos Arroyo,2003,800000
Josh Howard,2003,773400
Mark Pope,2003,751179
Adrian Griffin,2003,751179
Damon Jones,2003,751179
Shammond Williams,2003,751179
Vladimir Stepania,2003,751179
Anthony Carter,2003,751179
Bruno Sundov,2003,751159
Eddie House,2003,750000
Reggie Evans,2003,700000
Doug Overton,2003,695844
Obinna Ekezie,2003,688679
Scott Padgett,2003,688679
Rafer Alston,2003,688679
Ansu Sesay,2003,688679
Amal McCaskill,2003,688679
Milt Palacio,2003,688679
Raja Bell,2003,688679
Oliver Miller,2003,686838
Brian Cardinal,2003,663679
Pepe Sanchez,2003,663679
Mark Madsen,2003,663679
Donnell Harvey,2003,663679
Ruben Boumtje-Boumtje,2003,663679
Michael Ruffin,2003,663679
Mike James,2003,638679
Chris Andersen,2003,638679
Jeff Trepagnier,2003,638679
Tremaine Fowlkes,2003,638679
Mike Wilks,2003,638679
Jamison Brewer,2003,638679
Bobby Simmons,2003,638679
Loren Woods,2003,638679
Trenton Hassell,2003,638679
Jabari Smith,2003,638679
Jason Hart,2003,638679
Lonny Baxter,2003,636679
Mengke Bateer,2003,636679
Raul Lopez,2003,621520
Dan Langhi,2003,603786
Sean Marks,2003,596295
Alton Ford,2003,586082
Tamar Slay,2003,563679
Carlos Boozer,2003,563679
JR Bremer,2003,563679
Jamal Sampson,2003,563679
Jannero Pargo,2003,563679
Rasual Butler,2003,563679
Dan Gadzuric,2003,563679
Ronald Murray,2003,563679
Robert Archibald,2003,563679
Sam Clancy,2003,563679
Devin Brown,2003,563679
Roger Mason,2003,563679
Mikki Moore,2003,513000
Zendon Hamilton,2003,485619
Muggsy Bogues,2003,437420
Travis Hansen,2003,366931
Brandon Hunter,2003,366931
Linton Johnson,2003,366931
Jason Kapono,2003,366931
Jon Stefansson,2003,366931
Marquis Daniels,2003,366931
Francisco Elson,2003,366931
James Jones,2003,366931
Josh Moore,2003,366931
Luke Walton,2003,366931
Theron Smith,2003,366931
Jerome Beasley,2003,366931
Udonis Haslem,2003,366931
Keith McLeod,2003,366931
Richie Frahm,2003,366931
Keith Bogans,2003,366931
Zaza Pachulia,2003,366931
Kyle Korver,2003,366931
Willie Green,2003,366931
Darius Songaila,2003,366931
Alex Garcia,2003,366931
Ben Handlogten,2003,366931
Maurice Williams,2003,366931
Steve Blake,2003,366931
Paul Grant,2003,350581
Matt Carroll,2003,349032
Kaniel Dickens,2003,264011
Cherokee Parks,2003,228946
Tyrone Hill,2003,221829
Damone Brown,2003,202508
Quincy Lewis,2003,202341
Ben Davis,2003,176369
Rodney Buford,2003,145686
Tracy Murray,2003,143537
Slavko Vranes,2003,129768
Sean Lampley,2003,89364
Shane Heal,2003,75615
Torraye Braggs,2003,53697
Britton Johnsen,2003,44748
Jelani McCoy,2003,36643
Derrick Dial,2003,32375
Shaquille O'Neal,2004,27696430
Dikembe Mutombo,2004,19485719
Allan Houston,2004,17531250
Chris Webber,2004,17531250
Kevin Garnett,2004,16000000
Jason Kidd,2004,14796000
Jermaine O'Neal,2004,14796000
Antoine Walker,2004,14625000
Zydrunas Ilgauskas,2004,14625000
Latrell Sprewell,2004,14625000
Anfernee Hardaway,2004,14625000
Stephon Marbury,2004,14625000
Ray Allen,2004,14625000
Allen Iverson,2004,14625000
Shareef Abdur-Rahim,2004,14625000
Michael Finley,2004,14609375
Tracy McGrady,2004,14487000
Keith Van Horn,2004,14487000
Grant Hill,2004,14487000
Jalen Rose,2004,14487000
Tim Duncan,2004,14260641
Kobe Bryant,2004,14175000
Eddie Jones,2004,13455000
Brian Grant,2004,13233434
Antonio Davis,2004,12925000
Tim Thomas,2004,12900000
Paul Pierce,2004,12584688
Vince Carter,2004,12584688
Dirk Nowitzki,2004,12584688
Antawn Jamison,2004,12584688
Damon Stoudamire,2004,12500000
Baron Davis,2004,12330000
Steve Francis,2004,12330000
Shawn Marion,2004,12330000
Glenn Robinson,2004,12071250
Elton Brand,2004,12056000
Nick Van Exel,2004,11933252
Carlos Boozer,2004,10967500
Theo Ratliff,2004,10937500
Lamar Odom,2004,10548596
Mike Bibby,2004,10500000
Dale Davis,2004,10068750
Rasheed Wallace,2004,9720000
Raef LaFrentz,2004,9714538
Kerry Kittles,2004,9566667
Kenyon Martin,2004,9454546
Gilbert Arenas,2004,9389600
Jamal Mashburn,2004,9300000
Wally Szczerbiak,2004,9000000
Vin Baker,2004,8833333
Steve Nash,2004,8750000
Jamaal Magloire,2004,8533333
Marcus Camby,2004,8500000
Maurice Taylor,2004,8450000
Derek Anderson,2004,8443500
Alan Henderson,2004,8273125
Austin Croshere,2004,8260000
Shandon Anderson,2004,8173699
PJ Brown,2004,8000000
Kelvin Cato,2004,7992000
Brad Miller,2004,7875000
Richard Hamilton,2004,7812500
Rashard Lewis,2004,7792208
Erick Dampier,2004,7700000
Bonzi Wells,2004,7700000
Bo Outlaw,2004,7632904
Doug Christie,2004,7550000
Jason Terry,2004,7500000
Mehmet Okur,2004,7500000
Jerry Stackhouse,2004,7437500
Andre Miller,2004,7366667
Lorenzen Wright,2004,7150000
Ben Wallace,2004,7000000
Corey Maggette,2004,7000000
Jason Williams,2004,6875000
Predrag Stojakovic,2004,6875000
Tariq Abdul-Wahad,2004,6750000
Darius Miles,2004,6750000
Manu Ginobili,2004,6603500
Christian Laettner,2004,6600000
Desmond Mason,2004,6529630
Jonathan Bender,2004,6525000
Adonal Foyle,2004,6500000
Al Harrington,2004,6325000
Howard Eisley,2004,6301923
Sam Cassell,2004,6250000
Vitaly Potapenko,2004,6191250
Jerome Williams,2004,6187500
Jahidi White,2004,6166466
Radoslav Nesterovic,2004,6160000
Metta World Peace,2004,6157895
Mike Miller,2004,6000000
Kenny Thomas,2004,6000000
Stromile Swift,2004,5993105
Calvin Booth,2004,5900700
Clarence Weatherspoon,2004,5899400
Joe Smith,2004,5899400
Todd MacCulloch,2004,5899400
Ruben Patterson,2004,5899400
Kurt Thomas,2004,5884500
Cuttino Mobley,2004,5884500
Alvin Williams,2004,5850000
Danny Fortson,2004,5818136
Quentin Richardson,2004,5800000
Scot Pollard,2004,5792250
Jamal Crawford,2004,5760000
Reggie Miller,2004,5500000
Aaron McKie,2004,5500000
Corliss Williamson,2004,5500000
Malik Rose,2004,5462500
Ricky Davis,2004,5455200
Chauncey Billups,2004,5455200
Jerome James,2004,5455200
Larry Hughes,2004,5455200
Gary Payton,2004,5408700
Scottie Pippen,2004,5408700
Juwan Howard,2004,5408700
James Posey,2004,5408700
Michael Olowokandi,2004,5408700
Alonzo Mourning,2004,5408700
Kwame Brown,2004,5361873
Clifford Robinson,2004,5287500
Nazr Mohammed,2004,5250000
Stephen Jackson,2004,5100000
Eddie Robinson,2004,5055556
Donyell Marshall,2004,5023850
Mark Blount,2004,4903000
Marquis Daniels,2004,4903000
Antonio McDyess,2004,4903000
Derek Fisher,2004,4903000
Vlade Divac,2004,4903000
Brian Cardinal,2004,4903000
Troy Hudson,2004,4903000
Hidayet Turkoglu,2004,4903000
Etan Thomas,2004,4903000
Eric Snow,2004,4875000
Lamond Murray,2004,4875000
Ervin Johnson,2004,4837633
Tyson Chandler,2004,4801102
Michael Stewart,2004,4800000
Rick Fox,2004,4800000
Tony Battie,2004,4800000
Anthony Mason,2004,4710435
Matt Harpring,2004,4690000
Devean George,2004,4546000
Derrick Coleman,2004,4500000
Jeff Foster,2004,4500000
Brian Skinner,2004,4500000
David Wesley,2004,4455000
Yao Ming,2004,4436880
Elden Campbell,2004,4400000
Morris Peterson,2004,4400000
Trenton Hassell,2004,4350000
LeBron James,2004,4320360
Pau Gasol,2004,4318481
Brent Barry,2004,4264900
Marc Jackson,2004,4225000
Chucky Atkins,2004,4200000
Dwight Howard,2004,4179720
Jason Caffey,2004,4148148
Shawn Bradley,2004,4000000
Greg Ostertag,2004,4000000
Carlos Arroyo,2004,4000000
Gordan Giricek,2004,4000000
Eddy Curry,2004,3896402
Darko Milicic,2004,3865440
Moochie Norris,2004,3850000
Eduardo Najera,2004,3809524
Aaron Williams,2004,3790257
Emeka Okafor,2004,3739680
Jeff McInnis,2004,3600000
Eric Williams,2004,3580000
Mike Dunleavy,2004,3565080
Jason Richardson,2004,3534018
Rafer Alston,2004,3500000
Carmelo Anthony,2004,3471360
Evan Eschmeyer,2004,3407655
Chris Mihm,2004,3371393
Ben Gordon,2004,3358320
Speedy Claxton,2004,3300000
Chris Crawford,2004,3250000
Voshon Lenard,2004,3250000
Matt Maloney,2004,3237500
Drew Gooden,2004,3214080
Shane Battier,2004,3212402
Bob Sura,2004,3200000
Othella Harrington,2004,3150000
Bobby Jackson,2004,3150000
Chris Bosh,2004,3129720
Mike James,2004,3100000
Shaun Livingston,2004,3027840
Stanislav Medvedenko,2004,3000000
Michael Redd,2004,3000000
Toni Kukoc,2004,3000000
George Lynch,2004,3000000
Arvydas Sabonis,2004,3000000
Bruce Bowen,2004,3000000
Pat Garrity,2004,2937500
Nikoloz Tskitishvili,2004,2910600
Iakovos Tsakalidis,2004,2900000
Dwyane Wade,2004,2834160
Eric Piatkowski,2004,2750000
Devin Harris,2004,2741880
Ira Newble,2004,2704350
Kevin Ollie,2004,2704350
Tony Delk,2004,2700000
Tom Gugliotta,2004,2700000
Rodney Rogers,2004,2700000
DeSagana Diop,2004,2695164
Greg Buckner,2004,2647824
Dajuan Wagner,2004,2643600
Chris Kaman,2004,2574240
Predrag Drobnjak,2004,2550000
Andres Nocioni,2004,2525000
Damon Jones,2004,2503000
Lucious Harris,2004,2500000
Earl Boykins,2004,2500000
Zeljko Rebraca,2004,2500000
Andrew DeClercq,2004,2500000
DeShawn Stevenson,2004,2500000
Josh Childress,2004,2490360
Jim Jackson,2004,2420000
Michael Doleac,2004,2400000
Joe Johnson,2004,2358954
Kirk Hinrich,2004,2349840
Kedrick Brown,2004,2332388
Vladimir Radmanovic,2004,2300984
Darrell Armstrong,2004,2275000
Luol Deng,2004,2273400
Richard Jefferson,2004,2266794
Nenê,2004,2260280
Troy Murphy,2004,2231808
Chris Wilcox,2004,2210880
Anthony Johnson,2004,2200000
Antonio Daniels,2004,2200000
TJ Ford,2004,2152800
Marko Jaric,2004,2100000
Rafael Araujo,2004,2082720
Amare Stoudemire,2004,2032200
Mike Sweetney,2004,1978920
Marcus Haislip,2004,1976380
Nick Collison,2004,1969680
Malik Allen,2004,1950625
Caron Butler,2004,1930680
Andre Iguodala,2004,1914480
Jason Collins,2004,1887864
Jarvis Hayes,2004,1879920
Jared Jeffries,2004,1834080
Luke Jackson,2004,1818720
Jon Barry,2004,1800000
Rodney White,2004,1797845
Mickael Pietrus,2004,1785960
Jerome Moiso,2004,1760000
Melvin Ely,2004,1742400
Brendan Haywood,2004,1735305
Andris Biedrins,2004,1727760
Steven Hunter,2004,1720046
Cezary Trybanski,2004,1700000
Charlie Ward,2004,1700000
Jarron Collins,2004,1700000
Jumaine Jones,2004,1687500
Jake Voskuhl,2004,1687500
Andrei Kirilenko,2004,1671694
Gerald Wallace,2004,1652453
Erick Strickland,2004,1650000
Robert Swift,2004,1641360
Marcus Banks,2004,1611840
Ron Mercer,2004,1600000
Robert Traylor,2004,1600000
Scott Williams,2004,1600000
Lindsey Hunter,2004,1600000
Calbert Cheaney,2004,1600000
Tyronn Lue,2004,1600000
Wesley Person,2004,1600000
Maurice Williams,2004,1600000
Fred Hoiberg,2004,1600000
Chris Andersen,2004,1600000
Ibo Kutluay,2004,1600000
Darius Songaila,2004,1600000
Anthony Peeler,2004,1600000
Samuel Dalembert,2004,1599549
Fred Jones,2004,1572480
Sebastian Telfair,2004,1559280
Primoz Brezec,2004,1554326
Jamaal Tinsley,2004,1554326
Jay Williams,2004,1550551
Tony Parker,2004,1545441
Luke Ridnour,2004,1531200
Zach Randolph,2004,1504272
Jason Collier,2004,1500000
Joel Przybilla,2004,1500000
Bostjan Nachbar,2004,1493880
Kris Humphries,2004,1481400
Earl Watson,2004,1458000
Reece Gaines,2004,1454640
Mike Wilks,2004,1440092
Jiri Welsch,2004,1419240
Al Jefferson,2004,1407240
Jason Hart,2004,1400000
Eddie House,2004,1388327
Troy Bell,2004,1381920
Juan Dixon,2004,1348200
Walter McCarty,2004,1337500
Kirk Snyder,2004,1336920
Daniel Santiago,2004,1320000
Raja Bell,2004,1320000
Zarko Cabarkapa,2004,1312800
Kevin Willis,2004,1300000
Curtis Borchardt,2004,1280880
Nate Huffman,2004,1280000
Josh Smith,2004,1270080
David West,2004,1247160
Ryan Humphrey,2004,1223160
JR Smith,2004,1206600
Rasual Butler,2004,1200000
John Amaechi,2004,1200000
Aleksandar Pavlovic,2004,1191000
Kareem Rush,2004,1174200
Dorell Wright,2004,1152240
Dahntay Jones,2004,1143360
Qyntel Woods,2004,1127280
Jameer Nelson,2004,1106160
Kenny Anderson,2004,1100000
Steve Smith,2004,1100000
Avery Johnson,2004,1100000
Bryon Russell,2004,1100000
Stacey Augmon,2004,1100000
Vladimir Stepania,2004,1100000
Robert Horry,2004,1100000
Tony Massenburg,2004,1100000
Boris Diaw,2004,1097640
Casey Jacobsen,2004,1082160
Pavel Podkolzin,2004,1061880
Zoran Planinic,2004,1053720
Tayshaun Prince,2004,1038960
Viktor Khryapa,2004,1019400
Travis Outlaw,2004,1011600
Travis Best,2004,1000000
Raul Lopez,2004,997320
Samaki Walker,2004,995046
Brian Cook,2004,971160
Frank Williams,2004,957480
Delonte West,2004,939480
Nenad Krstic,2004,939480
Jacque Vaughn,2004,932546
Brevin Knight,2004,932546
Amal McCaskill,2004,932546
Darvin Ham,2004,932546
Rick Brunson,2004,932546
John Salmons,2004,925680
Kendall Gill,2004,912195
Tony Allen,2004,901920
Carlos Delfino,2004,901920
Ndudi Ebi,2004,901440
Brian Scalabrine,2004,900000
Maciej Lampe,2004,900000
Chris Jefferies,2004,899040
Dan Dickau,2004,893400
Reggie Evans,2004,880000
Kendrick Perkins,2004,875400
Kevin Martin,2004,872040
Adrian Griffin,2004,870046
Mark Pope,2004,870046
Mikki Moore,2004,870046
Bruno Sundov,2004,870046
Leandro Barbosa,2004,870000
Josh Howard,2004,863640
Sasha Vujacic,2004,846840
Michael Curry,2004,845122
Beno Udrih,2004,841680
David Harrison,2004,835560
Bobby Simmons,2004,825000
Scott Padgett,2004,807546
Zendon Hamilton,2004,807546
Anthony Carter,2004,807546
Milt Palacio,2004,807546
Ryan Bowen,2004,807046
Didier Ilunga-Mbenga,2004,800000
Anderson Varejao,2004,788000
Loren Woods,2004,755000
Mamadou N'diaye,2004,750000
Keith McLeod,2004,750000
Rodney Buford,2004,745046
DerMarr Johnson,2004,745046
Ansu Sesay,2004,745046
Keyon Dooling,2004,745046
Wang Zhizhi,2004,745046
Mark Madsen,2004,745046
Lee Nailon,2004,745046
Sean Marks,2004,745046
Laron Profit,2004,745046
Michael Ruffin,2004,745046
Marcus Fizer,2004,735960
Mateen Cleaves,2004,735960
Jabari Smith,2004,720046
Eddie Gill,2004,720046
Tierre Brown,2004,720046
Jamison Brewer,2004,720046
Michael Bradley,2004,720046
Aleksandar Radojevic,2004,720046
Jamal Sampson,2004,695046
Tamar Slay,2004,695046
Jannero Pargo,2004,695046
Smush Parker,2004,695046
Dan Gadzuric,2004,695046
Eddie Griffin,2004,695046
Junior Harrington,2004,695046
Ronald Murray,2004,695046
Richie Frahm,2004,695046
Matt Barnes,2004,695046
Maurice Evans,2004,695046
Devin Brown,2004,695046
Jason Kapono,2004,620046
Keith Bogans,2004,620046
Theron Smith,2004,620046
Tommy Smith,2004,620046
Francisco Elson,2004,620046
Ronald Dupree,2004,620046
James Jones,2004,620046
Quinton Ross,2004,620046
Luke Walton,2004,620046
Jerome Beasley,2004,620046
Udonis Haslem,2004,620046
Zaza Pachulia,2004,620046
Alex Garcia,2004,620046
Brandon Hunter,2004,620046
Josh Davis,2004,620046
Kyle Korver,2004,620046
Willie Green,2004,620046
Linton Johnson,2004,620046
Steve Blake,2004,620046
Peter John Ramos,2004,600000
Lonny Baxter,2004,542475
Efthimios Rentzias,2004,516865
Kaniel Dickens,2004,483938
Lionel Chalmers,2004,450000
Donta Smith,2004,425000
Royal Ivey,2004,425000
Justin Reed,2004,385277
Bernard Robinson,2004,385277
Chris Duhon,2004,385277
Jared Reiner,2004,385277
Arthur Johnson,2004,385277
Horace Jenkins,2004,385277
Luis Flores,2004,385277
Andre Barrett,2004,385277
John Edwards,2004,385277
Andre Emmett,2004,385277
Antonio Burks,2004,385277
Trevor Ariza,2004,385277
Damien Wilkins,2004,385277
Mario Kasun,2004,385277
Jackson Vroman,2004,385277
Erik Daniels,2004,385277
Romain Sato,2004,385277
Matt Bonner,2004,385277
Pape Sow,2004,385277
Matt Freije,2004,380579
Corsley Edwards,2004,319498
Tony Bobbitt,2004,305403
Roger Mason,2004,203428
Jelani McCoy,2004,167418
Anthony Goldwire,2004,116713
Yuta Tabuse,2004,108066
Awvee Storey,2004,84573
Tremaine Fowlkes,2004,79029
Courtney Alexander,2004,79029
Geno Carlisle,2004,65779
Britton Johnsen,2004,45369
Anthony Miller,2004,34118
Shaquille O'Neal,2005,20000000
Allan Houston,2005,19125000
Chris Webber,2005,19125000
Michael Finley,2005,18612500
Kevin Garnett,2005,18000000
Stephon Marbury,2005,16453125
Allen Iverson,2005,16453125
Jason Kidd,2005,16440000
Jermaine O'Neal,2005,16440000
Brian Grant,2005,16006220
Kobe Bryant,2005,15946875
Tim Duncan,2005,15845156
Anfernee Hardaway,2005,15750000
Keith Van Horn,2005,15694250
Tracy McGrady,2005,15694250
Grant Hill,2005,15694250
Jalen Rose,2005,15694250
Eddie Jones,2005,14576250
Tim Thomas,2005,13975000
Antonio Davis,2005,13925000
Paul Pierce,2005,13843156
Vince Carter,2005,13843156
Dirk Nowitzki,2005,13843156
Antawn Jamison,2005,13843156
Baron Davis,2005,13700000
Steve Francis,2005,13700000
Shawn Marion,2005,13700000
Ray Allen,2005,13223140
Elton Brand,2005,13152000
Joe Johnson,2005,12000000
Michael Redd,2005,12000000
Theo Ratliff,2005,11666666
Carlos Boozer,2005,11593816
Mike Bibby,2005,11500000
Lamar Odom,2005,11465333
Pau Gasol,2005,10993000
Andrei Kirilenko,2005,10983000
Rasheed Wallace,2005,10860000
Derek Anderson,2005,10763000
Zach Randolph,2005,10666667
Kenyon Martin,2005,10636364
Raef LaFrentz,2005,10623288
Larry Hughes,2005,10344900
Gilbert Arenas,2005,10243200
Richard Jefferson,2005,10200000
Jamal Mashburn,2005,10075000
Wally Szczerbiak,2005,10000000
Doug Christie,2005,9775000
Steve Nash,2005,9625000
Vin Baker,2005,9183333
Marcus Camby,2005,9150000
Maurice Taylor,2005,9100000
Tyson Chandler,2005,9000000
Shandon Anderson,2005,8935000
Jason Richardson,2005,8888888
Brad Miller,2005,8750000
Zydrunas Ilgauskas,2005,8740000
Erick Dampier,2005,8662500
Kelvin Cato,2005,8640000
Richard Hamilton,2005,8625000
Rashard Lewis,2005,8571429
Jamaal Magloire,2005,8533333
Aaron McKie,2005,8500000
Samuel Dalembert,2005,8470000
Tony Parker,2005,8400000
Jerry Stackhouse,2005,8367187
Mehmet Okur,2005,8250000
Andre Miller,2005,8100000
Bobby Simmons,2005,8000000
PJ Brown,2005,8000000
Bonzi Wells,2005,8000000
Austin Croshere,2005,7900000
Lorenzen Wright,2005,7700000
Jason Williams,2005,7562500
Ben Wallace,2005,7500000
Kwame Brown,2005,7500000
Predrag Stojakovic,2005,7500000
Manu Ginobili,2005,7428937
Eddy Curry,2005,7390000
Troy Murphy,2005,7365079
Desmond Mason,2005,7333333
Adonal Foyle,2005,7312500
Calvin Booth,2005,7255098
Darius Miles,2005,7250000
Cuttino Mobley,2005,7200000
Jonathan Bender,2005,7175000
Corey Maggette,2005,7000000
Al Harrington,2005,6957500
Quentin Richardson,2005,6940000
Antoine Walker,2005,6880000
Sam Cassell,2005,6875000
Metta World Peace,2005,6842105
Mike Miller,2005,6750000
Radoslav Nesterovic,2005,6720000
Jason Terry,2005,6666667
Jerome Williams,2005,6620063
Kurt Thomas,2005,6620062
Kenny Thomas,2005,6500000
Jamal Crawford,2005,6480000
Lamond Murray,2005,6388500
Clarence Weatherspoon,2005,6353200
Joe Smith,2005,6353200
Todd MacCulloch,2005,6353200
Ruben Patterson,2005,6353200
Alvin Williams,2005,6300000
Scot Pollard,2005,6274937
Danny Fortson,2005,6207670
Malik Rose,2005,6008750
Reggie Miller,2005,6000000
Corliss Williamson,2005,6000000
Howard Eisley,2005,5926984
Ricky Davis,2005,5909800
Chauncey Billups,2005,5909800
Juwan Howard,2005,5900400
James Posey,2005,5900400
Michael Olowokandi,2005,5900400
Stephen Jackson,2005,5610000
Yao Ming,2005,5594906
Mark Blount,2005,5515875
Jason Collins,2005,5500000
Nazr Mohammed,2005,5500000
Eric Snow,2005,5484375
Eddie Robinson,2005,5444444
Jamaal Tinsley,2005,5400000
Marquis Daniels,2005,5393300
Antonio McDyess,2005,5393300
Derek Fisher,2005,5393300
Brian Cardinal,2005,5393300
Hidayet Turkoglu,2005,5393300
Etan Thomas,2005,5393300
Troy Hudson,2005,5253000
Tony Battie,2005,5200000
Alonzo Mourning,2005,5138500
David Wesley,2005,5070000
Matt Harpring,2005,5020000
Devean George,2005,5000600
Gerald Wallace,2005,5000000
Earl Watson,2005,5000000
Stromile Swift,2005,5000000
Jeff Foster,2005,5000000
Udonis Haslem,2005,5000000
Marko Jaric,2005,5000000
Jerome James,2005,5000000
Shareef Abdur-Rahim,2005,5000000
Antonio Daniels,2005,5000000
Brian Skinner,2005,4950000
Shane Battier,2005,4903000
Donyell Marshall,2005,4799108
Dan Gadzuric,2005,4750000
Brent Barry,2005,4691390
LeBron James,2005,4621800
Brevin Knight,2005,4600000
Marc Jackson,2005,4550000
Morris Peterson,2005,4550000
Mike Dunleavy,2005,4506261
Shawn Bradley,2005,4500000
Chucky Atkins,2005,4500000
Dwight Howard,2005,4493160
Greg Ostertag,2005,4400000
Trenton Hassell,2005,4350000
Andrew Bogut,2005,4340520
Raja Bell,2005,4250000
Moochie Norris,2005,4200000
Eduardo Najera,2005,4190476
Darko Milicic,2005,4135200
Drew Gooden,2005,4065811
Emeka Okafor,2005,4020120
Zaza Pachulia,2005,4000000
Carlos Arroyo,2005,4000000
Sarunas Jasikevicius,2005,4000000
Gordan Giricek,2005,4000000
Brendan Haywood,2005,4000000
Eric Williams,2005,3938000
Marvin Williams,2005,3883560
Rafer Alston,2005,3850000
Chris Mihm,2005,3792817
Damon Stoudamire,2005,3750000
Carmelo Anthony,2005,3713640
Evan Eschmeyer,2005,3711400
Tariq Abdul-Wahad,2005,3656250
Kyle Korver,2005,3630363
Ben Gordon,2005,3610200
Speedy Claxton,2005,3600000
Greg Buckner,2005,3595926
Damon Jones,2005,3590000
Voshon Lenard,2005,3520000
Bob Sura,2005,3520000
Tyronn Lue,2005,3500000
Othella Harrington,2005,3500000
Dale Davis,2005,3500000
Chris Andersen,2005,3500000
Deron Williams,2005,3487400
Mike James,2005,3410000
Jeff McInnis,2005,3400000
Tony Delk,2005,3375000
Bobby Jackson,2005,3375000
Bruce Bowen,2005,3375000
Aaron Williams,2005,3375000
Chris Bosh,2005,3348000
Vitaly Potapenko,2005,3320000
Shaun Livingston,2005,3254880
Pat Garrity,2005,3231250
George Lynch,2005,3200000
Vladimir Radmanovic,2005,3166155
Chris Paul,2005,3144240
Keyon Dooling,2005,3100000
Nenê,2005,3039889
Dwyane Wade,2005,3031920
Kareem Rush,2005,3000000
Eric Piatkowski,2005,3000000
Zeljko Rebraca,2005,3000000
Stanislav Medvedenko,2005,3000000
Robert Horry,2005,3000000
Ira Newble,2005,2950200
Kevin Ollie,2005,2950200
Devin Harris,2005,2947440
Iakovos Tsakalidis,2005,2900000
Raymond Felton,2005,2847360
Chris Wilcox,2005,2812239
Chris Duhon,2005,2800000
Steven Hunter,2005,2800000
Andres Nocioni,2005,2775000
Chris Kaman,2005,2753760
Primoz Brezec,2005,2750000
Earl Boykins,2005,2750000
DeShawn Stevenson,2005,2750000
Josh Childress,2005,2677200
Michael Doleac,2005,2640000
Jim Jackson,2005,2640000
Amare Stoudemire,2005,2589023
Brian Scalabrine,2005,2586207
Martell Webster,2005,2586120
Kirk Hinrich,2005,2513880
Clifford Robinson,2005,2500000
Eddie Griffin,2005,2500000
Arvydas Macijauskas,2005,2500000
Bostjan Nachbar,2005,2500000
Damien Wilkins,2005,2500000
Juan Dixon,2005,2500000
Devin Brown,2005,2500000
Caron Butler,2005,2461617
Luol Deng,2005,2443920
Jared Jeffries,2005,2433824
Anthony Johnson,2005,2420000
Melvin Ely,2005,2401027
James Jones,2005,2400000
Charlie Villanueva,2005,2360880
Fred Jones,2005,2328843
Fabricio Oberto,2005,2325000
TJ Ford,2005,2303040
Dan Dickau,2005,2250000
Rafael Araujo,2005,2238960
Darius Songaila,2005,2200000
Jose Calderon,2005,2190000
Jiri Welsch,2005,2177114
Channing Frye,2005,2162880
Mike Sweetney,2005,2116920
Andre Iguodala,2005,2058000
Jarvis Hayes,2005,2011080
Derrick Coleman,2005,2000000
Dikembe Mutombo,2005,2000000
Vlade Divac,2005,2000000
Toni Kukoc,2005,2000000
Mark Madsen,2005,2000000
Matt Bonner,2005,2000000
Ike Diogu,2005,1988160
Curtis Borchardt,2005,1969993
Luke Jackson,2005,1955160
Jake Voskuhl,2005,1937500
Mickael Pietrus,2005,1910520
Andrew Bynum,2005,1888680
Jumaine Jones,2005,1875000
Charlie Ward,2005,1870000
Andris Biedrins,2005,1857360
